MyoMarmara_EMG_1,MyoMarmara_EMG_2,MyoMarmara_EMG_3,MyoMarmara_EMG_4,MyoMarmara_EMG_5,MyoMarmara_EMG_6,MyoMarmara_EMG_7,MyoMarmara_EMG_8,MyoMarmara_roll,MyoMarmara_pitch,MyoMarmara_yaw,MyoMarmara_accel_x,MyoMarmara_accel_y,MyoMarmara_accel_z,MyoMarmara_gyro_x,MyoMarmara_gyro_y,MyoMarmara_gyro_z,MyoITU_EMG_1,MyoITU_EMG_2,MyoITU_EMG_3,MyoITU_EMG_4,MyoITU_EMG_5,MyoITU_EMG_6,MyoITU_EMG_7,MyoITU_EMG_8,MyoITU_roll,MyoITU_pitch,MyoITU_yaw,MyoITU_accel_x,MyoITU_accel_y,MyoITU_accel_z,MyoITU_gyro_x,MyoITU_gyro_y,MyoITU_gyro_z
-2.0,0.0,-2.0,3.0,-2.0,-3.0,0.0,-1.0,-1.6865859,-1.5707964,-2.9862986,4.0,-480.0,1898.0,2.0,-13.0,-7.0,1.0,-3.0,0.0,-8.0,-7.0,-9.0,-4.0,-5.0,-3.1334717,-1.5707964,2.8180068,1782.0,3.0,882.0,33.0,-1.0,18.0
-1.0,0.0,4.0,-2.0,3.0,-1.0,-1.0,0.0,-1.6865859,-1.5707964,-2.9862986,4.0,-480.0,1898.0,2.0,-13.0,-7.0,0.0,-1.0,-2.0,-1.0,-1.0,1.0,2.0,-2.0,-3.1334631,-1.5707964,2.8173807,1777.0,-18.0,878.0,44.0,4.0,12.0
-1.0,0.0,4.0,-2.0,3.0,-1.0,-1.0,0.0,-1.6864853,-1.5707964,-2.986192,2.0,-494.0,1899.0,34.0,-14.0,8.0,0.0,-1.0,-2.0,-1.0,-1.0,1.0,2.0,-2.0,-3.1334631,-1.5707964,2.8173807,1777.0,-18.0,878.0,44.0,4.0,12.0
-5.0,-3.0,0.0,-1.0,-3.0,-3.0,-2.0,1.0,-1.6855795,-1.5707964,-2.985782,17.0,-469.0,1917.0,95.0,-22.0,32.0,1.0,-3.0,-1.0,3.0,9.0,2.0,1.0,-4.0,-3.1334631,-1.5707964,2.8173807,1777.0,-18.0,878.0,44.0,4.0,12.0
-5.0,-3.0,0.0,-1.0,-3.0,-3.0,-2.0,1.0,-1.6855795,-1.5707964,-2.985782,17.0,-469.0,1917.0,95.0,-22.0,32.0,1.0,-3.0,-1.0,3.0,9.0,2.0,1.0,-4.0,-3.133882,-1.5707964,2.816909,1805.0,-11.0,889.0,57.0,-2.0,16.0
1.0,-2.0,2.0,-2.0,1.0,1.0,-1.0,-4.0,-1.6855795,-1.5707964,-2.985782,17.0,-469.0,1917.0,95.0,-22.0,32.0,1.0,1.0,0.0,-1.0,5.0,2.0,0.0,2.0,-3.1346078,-1.5707964,2.8169332,1842.0,7.0,897.0,52.0,-9.0,15.0
1.0,-2.0,2.0,-2.0,1.0,1.0,-1.0,-4.0,-1.6843655,-1.5707964,-2.9853764,25.0,-405.0,1888.0,98.0,-19.0,34.0,1.0,1.0,0.0,-1.0,5.0,2.0,0.0,2.0,-3.1346078,-1.5707964,2.8169332,1842.0,7.0,897.0,52.0,-9.0,15.0
3.0,-4.0,0.0,-2.0,1.0,1.0,0.0,-4.0,-1.6843655,-1.5707964,-2.9853764,25.0,-405.0,1888.0,98.0,-19.0,34.0,0.0,-3.0,1.0,4.0,-2.0,-1.0,-4.0,-1.0,-3.1352456,-1.5707964,2.8168886,1828.0,-2.0,900.0,67.0,-16.0,19.0
1.0,-3.0,1.0,0.0,-3.0,-1.0,-3.0,-2.0,-1.683875,-1.5707964,-2.9850798,12.0,-405.0,1865.0,32.0,-18.0,24.0,0.0,1.0,-3.0,0.0,-1.0,0.0,3.0,4.0,-3.1352456,-1.5707964,2.8168886,1828.0,-2.0,900.0,67.0,-16.0,19.0
1.0,-1.0,-3.0,-2.0,3.0,-1.0,-2.0,-2.0,-1.683875,-1.5707964,-2.9850798,12.0,-405.0,1865.0,32.0,-18.0,24.0,1.0,0.0,-2.0,-5.0,-16.0,-1.0,-2.0,2.0,-3.1362178,-1.5707964,2.8166473,1820.0,-5.0,916.0,72.0,-13.0,7.0
1.0,-1.0,-3.0,-2.0,3.0,-1.0,-2.0,-2.0,-1.6841644,-1.5707964,-2.9847524,8.0,-416.0,1878.0,-28.0,-34.0,18.0,1.0,0.0,-2.0,-5.0,-16.0,-1.0,-2.0,2.0,-3.1362178,-1.5707964,2.8166473,1820.0,-5.0,916.0,72.0,-13.0,7.0
-4.0,-4.0,-3.0,1.0,-3.0,1.0,1.0,-3.0,-1.6841644,-1.5707964,-2.9847524,8.0,-416.0,1878.0,-28.0,-34.0,18.0,1.0,-2.0,0.0,-5.0,-5.0,2.0,1.0,-1.0,-3.1374009,-1.5707964,2.816371,1766.0,5.0,925.0,69.0,-17.0,9.0
-5.0,1.0,-2.0,3.0,-1.0,1.0,1.0,0.0,-1.6844028,-1.5707964,-2.984524,36.0,-431.0,1885.0,-20.0,-35.0,16.0,-1.0,-5.0,0.0,3.0,5.0,-2.0,-4.0,-2.0,-3.1374009,-1.5707964,2.816371,1766.0,5.0,925.0,69.0,-17.0,9.0
-1.0,-1.0,0.0,1.0,-4.0,0.0,-3.0,-2.0,-1.6844028,-1.5707964,-2.984524,36.0,-431.0,1885.0,-20.0,-35.0,16.0,-1.0,2.0,7.0,7.0,10.0,1.0,7.0,-1.0,-3.137366,-1.5707964,2.815548,1768.0,20.0,925.0,49.0,-21.0,32.0
0.0,-5.0,-2.0,3.0,-3.0,-2.0,1.0,3.0,-1.6845623,-1.5707964,-2.9843822,19.0,-441.0,1890.0,-12.0,-22.0,10.0,-4.0,0.0,0.0,-4.0,-4.0,-2.0,-4.0,-3.0,-3.137366,-1.5707964,2.815548,1768.0,20.0,925.0,49.0,-21.0,32.0
0.0,2.0,0.0,-2.0,-2.0,-1.0,5.0,-2.0,-1.6845623,-1.5707964,-2.9843822,19.0,-441.0,1890.0,-12.0,-22.0,10.0,-4.0,-2.0,-1.0,-2.0,-3.0,-3.0,-5.0,-1.0,-3.1370676,-1.5707964,2.8142383,1754.0,9.0,933.0,54.0,-17.0,47.0
0.0,2.0,0.0,-2.0,-2.0,-1.0,5.0,-2.0,-1.6846741,-1.5707964,-2.9842632,-1.0,-439.0,1902.0,-11.0,-18.0,4.0,-4.0,-2.0,-1.0,-2.0,-3.0,-3.0,-5.0,-1.0,-3.1370676,-1.5707964,2.8142383,1754.0,9.0,933.0,54.0,-17.0,47.0
0.0,2.0,0.0,-2.0,-2.0,-1.0,5.0,-2.0,-1.6846741,-1.5707964,-2.9842632,-1.0,-439.0,1902.0,-11.0,-18.0,4.0,-3.0,1.0,-2.0,-7.0,-11.0,2.0,4.0,4.0,-3.1362314,-1.5707964,2.8128932,1734.0,4.0,904.0,40.0,-15.0,49.0
-6.0,-2.0,0.0,1.0,-3.0,0.0,0.0,3.0,-1.6848521,-1.5707964,-2.984195,3.0,-452.0,1915.0,-10.0,-19.0,4.0,-1.0,-4.0,-2.0,-4.0,-8.0,0.0,-1.0,5.0,-3.1362314,-1.5707964,2.8128932,1734.0,4.0,904.0,40.0,-15.0,49.0
-2.0,0.0,0.0,-3.0,-1.0,-4.0,-1.0,-3.0,-1.6848521,-1.5707964,-2.984195,3.0,-452.0,1915.0,-10.0,-19.0,4.0,2.0,-3.0,-3.0,-4.0,2.0,-1.0,-3.0,-2.0,-3.1354232,-1.5707964,2.8117507,1749.0,13.0,910.0,17.0,-9.0,41.0
1.0,1.0,0.0,-3.0,-3.0,3.0,-3.0,1.0,-1.6847317,-1.5707964,-2.9840143,1.0,-473.0,1915.0,25.0,-26.0,7.0,-3.0,-2.0,0.0,-1.0,0.0,-3.0,-1.0,-1.0,-3.1354232,-1.5707964,2.8117507,1749.0,13.0,910.0,17.0,-9.0,41.0
1.0,1.0,0.0,1.0,2.0,1.0,-2.0,1.0,-1.6847317,-1.5707964,-2.9840143,1.0,-473.0,1915.0,25.0,-26.0,7.0,-3.0,-2.0,0.0,-1.0,0.0,-3.0,-1.0,-1.0,-3.135394,-1.5707964,2.811078,1766.0,-1.0,895.0,32.0,-4.0,26.0
4.0,-2.0,0.0,-3.0,0.0,0.0,-2.0,-4.0,-1.6841995,-1.5707964,-2.9837804,0.0,-473.0,1921.0,71.0,-33.0,15.0,-1.0,0.0,0.0,-3.0,-3.0,-5.0,-2.0,0.0,-3.135394,-1.5707964,2.811078,1766.0,-1.0,895.0,32.0,-4.0,26.0
-3.0,0.0,-2.0,-2.0,1.0,0.0,3.0,0.0,-1.6841995,-1.5707964,-2.9837804,0.0,-473.0,1921.0,71.0,-33.0,15.0,-3.0,-4.0,-2.0,1.0,0.0,-1.0,-1.0,0.0,-3.1354535,-1.5707964,2.810525,1770.0,-23.0,888.0,62.0,-13.0,17.0
-4.0,4.0,0.0,3.0,4.0,1.0,-1.0,-1.0,-1.6832644,-1.5707964,-2.9832945,-10.0,-439.0,1922.0,89.0,-43.0,37.0,0.0,2.0,-3.0,2.0,-6.0,-2.0,0.0,0.0,-3.1354535,-1.5707964,2.810525,1770.0,-23.0,888.0,62.0,-13.0,17.0
-4.0,2.0,-2.0,-4.0,2.0,-4.0,-2.0,0.0,-1.6832644,-1.5707964,-2.9832945,-10.0,-439.0,1922.0,89.0,-43.0,37.0,0.0,1.0,0.0,4.0,5.0,3.0,2.0,2.0,-3.13701,-1.5707964,2.8108058,1788.0,-2.0,888.0,80.0,-14.0,-1.0
8.0,-11.0,-1.0,-1.0,-2.0,-2.0,-4.0,0.0,-1.6826214,-1.5707964,-2.9824815,-16.0,-407.0,1931.0,48.0,-70.0,58.0,-2.0,-2.0,-1.0,0.0,0.0,0.0,-2.0,-1.0,-3.13701,-1.5707964,2.8108058,1788.0,-2.0,888.0,80.0,-14.0,-1.0
4.0,1.0,1.0,-3.0,0.0,-1.0,1.0,-3.0,-1.6826214,-1.5707964,-2.9824815,-16.0,-407.0,1931.0,48.0,-70.0,58.0,-2.0,-2.0,-1.0,0.0,0.0,0.0,-2.0,-1.0,-3.1379435,-1.5707964,2.8106549,1793.0,-17.0,907.0,77.0,-14.0,1.0
5.0,6.0,-4.0,-3.0,-3.0,1.0,-3.0,3.0,-1.682922,-1.5707964,-2.9814954,-10.0,-420.0,1988.0,-34.0,-87.0,78.0,2.0,1.0,2.0,-1.0,-15.0,-4.0,3.0,1.0,-3.1379435,-1.5707964,2.8106549,1793.0,-17.0,907.0,77.0,-14.0,1.0
-10.0,-5.0,1.0,-2.0,-2.0,0.0,0.0,-3.0,-1.682922,-1.5707964,-2.9814954,-10.0,-420.0,1988.0,-34.0,-87.0,78.0,-3.0,-2.0,-1.0,-3.0,2.0,-2.0,-2.0,-7.0,-3.1385562,-1.5707964,2.8105657,1792.0,-28.0,906.0,67.0,-24.0,-2.0
-2.0,4.0,0.0,-4.0,2.0,-3.0,5.0,0.0,-1.6834393,-1.5707964,-2.9804635,-108.0,-444.0,2096.0,-47.0,-178.0,57.0,-2.0,2.0,-3.0,-5.0,-2.0,1.0,-4.0,-1.0,-3.1385562,-1.5707964,2.8105657,1792.0,-28.0,906.0,67.0,-24.0,-2.0
4.0,-11.0,1.0,2.0,-5.0,2.0,-1.0,1.0,-1.6834393,-1.5707964,-2.9804635,-108.0,-444.0,2096.0,-47.0,-178.0,57.0,0.0,-3.0,0.0,-3.0,-4.0,-1.0,0.0,-6.0,-3.1394937,-1.5707964,2.810558,1806.0,-32.0,915.0,58.0,-17.0,-14.0
-10.0,-2.0,1.0,-1.0,-3.0,-4.0,3.0,-5.0,-1.684475,-1.5707964,-2.9796486,-167.0,-485.0,2220.0,-44.0,-399.0,-13.0,1.0,2.0,-4.0,1.0,1.0,3.0,3.0,5.0,-3.1394937,-1.5707964,2.810558,1806.0,-32.0,915.0,58.0,-17.0,-14.0
-2.0,0.0,0.0,3.0,-2.0,0.0,-4.0,1.0,-1.684475,-1.5707964,-2.9796486,-167.0,-485.0,2220.0,-44.0,-399.0,-13.0,1.0,2.0,-4.0,1.0,1.0,3.0,3.0,5.0,-3.1400335,-1.5707964,2.8103602,1807.0,-22.0,923.0,46.0,-13.0,-9.0
20.0,-3.0,3.0,-1.0,-3.0,3.0,1.0,2.0,-1.6888232,-1.5707964,-2.9796019,-233.0,-597.0,2344.0,-219.0,-692.0,-157.0,-4.0,-4.0,-2.0,-7.0,-1.0,-1.0,0.0,-1.0,-3.1400335,-1.5707964,2.8103602,1807.0,-22.0,923.0,46.0,-13.0,-9.0
23.0,-2.0,6.0,5.0,1.0,1.0,2.0,0.0,-1.6888232,-1.5707964,-2.9796019,-233.0,-597.0,2344.0,-219.0,-692.0,-157.0,-2.0,-3.0,0.0,2.0,1.0,0.0,3.0,-5.0,-3.1398966,-1.5707964,2.80957,1809.0,-40.0,927.0,40.0,-5.0,1.0
-24.0,7.0,9.0,2.0,-2.0,-1.0,-3.0,10.0,-1.6985147,-1.5707964,-2.9814126,-502.0,-745.0,2470.0,-461.0,-1184.0,-449.0,1.0,0.0,-4.0,-1.0,-4.0,-2.0,-4.0,2.0,-3.1398966,-1.5707964,2.80957,1809.0,-40.0,927.0,40.0,-5.0,1.0
-36.0,12.0,-7.0,3.0,5.0,-1.0,-2.0,21.0,-1.6985147,-1.5707964,-2.9814126,-502.0,-745.0,2470.0,-461.0,-1184.0,-449.0,1.0,0.0,-3.0,-2.0,-5.0,-5.0,-3.0,-1.0,-3.1387339,-1.5707964,2.8082542,1775.0,-54.0,900.0,29.0,0.0,17.0
-4.0,-26.0,-21.0,-10.0,-2.0,-5.0,1.0,-14.0,-1.716901,-1.5707964,-2.9850366,-527.0,-708.0,2441.0,-537.0,-1839.0,-778.0,-3.0,-2.0,-5.0,-1.0,-6.0,-4.0,-5.0,1.0,-3.1387339,-1.5707964,2.8082542,1775.0,-54.0,900.0,29.0,0.0,17.0
3.0,-10.0,-22.0,-17.0,-3.0,-12.0,-8.0,-25.0,-1.716901,-1.5707964,-2.9850366,-527.0,-708.0,2441.0,-537.0,-1839.0,-778.0,-3.0,-2.0,-5.0,-1.0,-6.0,-4.0,-5.0,1.0,-3.13702,-1.5707964,2.8061864,1760.0,-48.0,910.0,8.0,25.0,25.0
-4.0,11.0,-7.0,-10.0,-5.0,-10.0,-4.0,2.0,-1.7502702,-1.5707964,-2.9901853,15.0,-703.0,2232.0,-744.0,-2407.0,-1073.0,-1.0,-1.0,-1.0,4.0,2.0,-1.0,3.0,3.0,-3.13702,-1.5707964,2.8061864,1760.0,-48.0,910.0,8.0,25.0,25.0
30.0,2.0,20.0,4.0,9.0,12.0,4.0,-8.0,-1.7502702,-1.5707964,-2.9901853,15.0,-703.0,2232.0,-744.0,-2407.0,-1073.0,-1.0,-1.0,-2.0,-8.0,-13.0,1.0,-1.0,0.0,-3.134827,-1.5707964,2.8033476,1746.0,-42.0,908.0,-17.0,55.0,33.0
6.0,14.0,11.0,7.0,4.0,7.0,3.0,8.0,-1.8019044,-1.5707964,-2.9984431,611.0,-731.0,2061.0,-911.0,-2809.0,-1486.0,-1.0,-1.0,-3.0,-7.0,-1.0,-2.0,-2.0,-5.0,-3.134827,-1.5707964,2.8033476,1746.0,-42.0,908.0,-17.0,55.0,33.0
3.0,-1.0,5.0,4.0,-1.0,3.0,5.0,13.0,-1.8019044,-1.5707964,-2.9984431,611.0,-731.0,2061.0,-911.0,-2809.0,-1486.0,-3.0,1.0,-3.0,1.0,6.0,-1.0,-2.0,-1.0,-3.1333907,-1.5707964,2.8010197,1769.0,-24.0,909.0,-17.0,58.0,23.0
-4.0,-7.0,0.0,1.0,4.0,-2.0,0.0,2.0,-1.8693633,-1.5707964,-3.008961,824.0,-748.0,1922.0,-541.0,-2972.0,-1748.0,0.0,-1.0,4.0,-5.0,-7.0,-2.0,-2.0,-1.0,-3.1333907,-1.5707964,2.8010197,1769.0,-24.0,909.0,-17.0,58.0,23.0
1.0,3.0,-5.0,-1.0,-7.0,4.0,4.0,-6.0,-1.8693633,-1.5707964,-3.008961,824.0,-748.0,1922.0,-541.0,-2972.0,-1748.0,0.0,-1.0,4.0,-5.0,-7.0,-2.0,-2.0,-1.0,-3.133945,-1.5707964,2.7996206,1782.0,0.0,894.0,5.0,71.0,-8.0
0.0,-10.0,2.0,10.0,2.0,4.0,-3.0,-1.0,-1.9548397,-1.5707964,-3.0195358,803.0,-586.0,1681.0,163.0,-2948.0,-1702.0,-1.0,0.0,7.0,7.0,7.0,-3.0,-5.0,1.0,-3.133945,-1.5707964,2.7996206,1782.0,0.0,894.0,5.0,71.0,-8.0
-11.0,-7.0,1.0,-4.0,-6.0,-2.0,-4.0,-2.0,-1.9548397,-1.5707964,-3.0195358,803.0,-586.0,1681.0,163.0,-2948.0,-1702.0,-3.0,-1.0,-2.0,-1.0,7.0,0.0,2.0,-1.0,-3.1369948,-1.5707964,2.7994633,1810.0,34.0,907.0,19.0,80.0,-55.0
1.0,0.0,-4.0,-3.0,0.0,-7.0,-2.0,-4.0,-2.0619352,-1.5707964,-3.0280306,792.0,-429.0,1525.0,836.0,-2736.0,-1382.0,-2.0,-4.0,1.0,-4.0,-5.0,-2.0,-1.0,-2.0,-3.1369948,-1.5707964,2.7994633,1810.0,34.0,907.0,19.0,80.0,-55.0
-7.0,-1.0,-3.0,4.0,-3.0,-7.0,-5.0,1.0,-2.0619352,-1.5707964,-3.0280306,792.0,-429.0,1525.0,836.0,-2736.0,-1382.0,1.0,3.0,0.0,4.0,13.0,1.0,-1.0,4.0,3.1405926,-1.5707964,2.8006968,1828.0,72.0,925.0,29.0,73.0,-102.0
7.0,5.0,0.0,-3.0,1.0,0.0,-2.0,-5.0,-2.1885724,-1.5707964,-3.0338283,794.0,-330.0,1125.0,1211.0,-2387.0,-968.0,-2.0,-2.0,0.0,0.0,-3.0,-1.0,-4.0,-2.0,3.1405926,-1.5707964,2.8006968,1828.0,72.0,925.0,29.0,73.0,-102.0
1.0,-1.0,-17.0,-6.0,-4.0,0.0,-2.0,-2.0,-2.1885724,-1.5707964,-3.0338283,794.0,-330.0,1125.0,1211.0,-2387.0,-968.0,-2.0,-2.0,0.0,0.0,-3.0,-1.0,-4.0,-2.0,3.1347988,-1.5707964,2.802612,1814.0,71.0,939.0,20.0,53.0,-115.0
2.0,-13.0,2.0,-1.0,-2.0,0.0,-4.0,1.0,-2.3301606,-1.5707964,-3.0383005,948.0,-179.0,1088.0,1422.0,-1935.0,-680.0,-1.0,-1.0,-1.0,-3.0,-4.0,0.0,2.0,2.0,3.1347988,-1.5707964,2.802612,1814.0,71.0,939.0,20.0,53.0,-115.0
-7.0,-9.0,2.0,-2.0,3.0,3.0,-1.0,2.0,-2.3301606,-1.5707964,-3.0383005,948.0,-179.0,1088.0,1422.0,-1935.0,-680.0,-1.0,-2.0,-5.0,0.0,-3.0,-6.0,-7.0,-7.0,3.1294246,-1.5707964,2.8039622,1792.0,47.0,967.0,31.0,40.0,-114.0
-1.0,-4.0,-10.0,-3.0,-1.0,2.0,4.0,0.0,-2.4876137,-1.5707964,-3.0435853,1112.0,-98.0,1013.0,1382.0,-1553.0,-594.0,-4.0,1.0,-4.0,-13.0,-11.0,-4.0,-2.0,-5.0,3.1294246,-1.5707964,2.8039622,1792.0,47.0,967.0,31.0,40.0,-114.0
-8.0,2.0,-8.0,4.0,-4.0,2.0,1.0,-6.0,-2.4876137,-1.5707964,-3.0435853,1112.0,-98.0,1013.0,1382.0,-1553.0,-594.0,2.0,0.0,0.0,-1.0,-2.0,-2.0,0.0,-3.0,3.12586,-1.5707964,2.8043544,1759.0,19.0,958.0,48.0,26.0,-76.0
-8.0,2.0,-8.0,4.0,-4.0,2.0,1.0,-6.0,-2.631573,-1.5707964,-3.049994,1328.0,59.0,994.0,978.0,-1233.0,-562.0,2.0,0.0,0.0,-1.0,-2.0,-2.0,0.0,-3.0,3.12586,-1.5707964,2.8043544,1759.0,19.0,958.0,48.0,26.0,-76.0
1.0,-2.0,0.0,-3.0,-4.0,6.0,0.0,5.0,-2.631573,-1.5707964,-3.049994,1328.0,59.0,994.0,978.0,-1233.0,-562.0,0.0,0.0,0.0,1.0,5.0,5.0,3.0,-1.0,3.1239161,-1.5707964,2.8036778,1766.0,27.0,993.0,48.0,13.0,-19.0
1.0,-2.0,0.0,-3.0,-4.0,6.0,0.0,5.0,-2.736685,-1.5707964,-3.0562098,1439.0,128.0,1151.0,560.0,-855.0,-466.0,0.0,0.0,0.0,1.0,5.0,5.0,3.0,-1.0,3.1239161,-1.5707964,2.8036778,1766.0,27.0,993.0,48.0,13.0,-19.0
1.0,-2.0,0.0,-1.0,1.0,-6.0,-2.0,-4.0,-2.736685,-1.5707964,-3.0562098,1439.0,128.0,1151.0,560.0,-855.0,-466.0,-1.0,-1.0,0.0,5.0,-2.0,1.0,0.0,1.0,3.1242087,-1.5707964,2.8025236,1748.0,32.0,950.0,40.0,-13.0,33.0
1.0,-2.0,0.0,-1.0,1.0,-6.0,-2.0,-4.0,-2.7829218,-1.5707964,-3.0586176,1327.0,99.0,1340.0,190.0,-490.0,-134.0,-3.0,-4.0,-1.0,-1.0,-4.0,0.0,-3.0,-1.0,3.1242087,-1.5707964,2.8025236,1748.0,32.0,950.0,40.0,-13.0,33.0
1.0,0.0,4.0,3.0,0.0,-2.0,0.0,5.0,-2.7829218,-1.5707964,-3.0586176,1327.0,99.0,1340.0,190.0,-490.0,-134.0,-3.0,-4.0,-1.0,-1.0,-4.0,0.0,-3.0,-1.0,3.1268506,-1.5707964,2.8014727,1745.0,20.0,912.0,3.0,-41.0,81.0
4.0,-1.0,-2.0,1.0,2.0,-4.0,-2.0,5.0,-2.791721,-1.5707964,-3.0593705,1006.0,57.0,1453.0,-132.0,-425.0,-15.0,-3.0,0.0,-1.0,-1.0,-2.0,-1.0,0.0,-1.0,3.1268506,-1.5707964,2.8014727,1745.0,20.0,912.0,3.0,-41.0,81.0
-4.0,6.0,-2.0,3.0,0.0,2.0,-4.0,-3.0,-2.791721,-1.5707964,-3.0593705,1006.0,57.0,1453.0,-132.0,-425.0,-15.0,-3.0,0.0,-1.0,-1.0,-2.0,-1.0,0.0,-1.0,3.1289697,-1.5707964,2.8006,1763.0,53.0,917.0,-3.0,-32.0,77.0
-4.0,6.0,-2.0,3.0,0.0,2.0,-4.0,-3.0,-2.7948608,-1.5707964,-3.0597496,1062.0,31.0,1443.0,-188.0,-445.0,13.0,-3.0,0.0,-1.0,-1.0,-2.0,-1.0,0.0,-1.0,3.1289697,-1.5707964,2.8006,1763.0,53.0,917.0,-3.0,-32.0,77.0
5.0,-6.0,-4.0,4.0,-2.0,-2.0,0.0,1.0,-2.7977116,-1.5707964,-3.0587423,1170.0,-119.0,1299.0,39.0,-144.0,85.0,-4.0,-1.0,-1.0,-4.0,-9.0,-5.0,-2.0,-3.0,3.1289697,-1.5707964,2.8006,1763.0,53.0,917.0,-3.0,-32.0,77.0
7.0,0.0,-5.0,3.0,-2.0,3.0,4.0,-1.0,-2.7977116,-1.5707964,-3.0587423,1170.0,-119.0,1299.0,39.0,-144.0,85.0,-4.0,-1.0,-1.0,-4.0,-9.0,-5.0,-2.0,-3.0,3.1309476,-1.5707964,2.800199,1810.0,35.0,897.0,-1.0,-29.0,71.0
-4.0,1.0,-2.0,-7.0,-3.0,-3.0,0.0,-1.0,-2.8119636,-1.5707964,-3.056527,1147.0,-314.0,1150.0,481.0,183.0,125.0,0.0,-1.0,0.0,-4.0,-2.0,-5.0,-3.0,0.0,3.1309476,-1.5707964,2.800199,1810.0,35.0,897.0,-1.0,-29.0,71.0
-1.0,-3.0,-6.0,0.0,2.0,1.0,-3.0,-1.0,-2.8119636,-1.5707964,-3.056527,1147.0,-314.0,1150.0,481.0,183.0,125.0,0.0,-1.0,0.0,-4.0,-2.0,-5.0,-3.0,0.0,3.1332107,-1.5707964,2.7993484,1802.0,-10.0,860.0,14.0,-12.0,59.0
-4.0,-5.0,-1.0,-1.0,-3.0,0.0,-1.0,0.0,-2.8551302,-1.5707964,-3.0555458,1147.0,-318.0,1278.0,838.0,260.0,17.0,-3.0,-1.0,1.0,0.0,-1.0,-1.0,0.0,4.0,3.1332107,-1.5707964,2.7993484,1802.0,-10.0,860.0,14.0,-12.0,59.0
-4.0,-5.0,-1.0,-1.0,-3.0,0.0,-1.0,0.0,-2.8551302,-1.5707964,-3.0555458,1147.0,-318.0,1278.0,838.0,260.0,17.0,-3.0,-1.0,1.0,0.0,-1.0,-1.0,0.0,4.0,3.1339462,-1.5707964,2.7986975,1819.0,5.0,899.0,22.0,9.0,28.0
-4.0,-6.0,-4.0,1.0,4.0,0.0,-1.0,-2.0,-2.8551302,-1.5707964,-3.0555458,1147.0,-318.0,1278.0,838.0,260.0,17.0,3.0,1.0,-5.0,-8.0,3.0,1.0,-6.0,2.0,3.1346192,-1.5707964,2.7981148,1840.0,-18.0,900.0,39.0,6.0,25.0
-4.0,-6.0,-4.0,1.0,4.0,0.0,-1.0,-2.0,-2.9102986,-1.5707964,-3.055313,1190.0,-205.0,1499.0,862.0,223.0,-18.0,3.0,1.0,-5.0,-8.0,3.0,1.0,-6.0,2.0,3.1346192,-1.5707964,2.7981148,1840.0,-18.0,900.0,39.0,6.0,25.0
-6.0,-13.0,0.0,1.0,-2.0,-1.0,-2.0,-1.0,-2.9102986,-1.5707964,-3.055313,1190.0,-205.0,1499.0,862.0,223.0,-18.0,1.0,0.0,0.0,-2.0,-5.0,-3.0,4.0,-1.0,3.135957,-1.5707964,2.7968595,1804.0,-48.0,928.0,72.0,-20.0,36.0
-15.0,-12.0,3.0,-1.0,1.0,3.0,2.0,3.0,-2.9438152,-1.5707964,-3.0529475,1082.0,-180.0,1971.0,662.0,61.0,153.0,1.0,-3.0,-1.0,7.0,2.0,-2.0,3.0,2.0,3.135957,-1.5707964,2.7968595,1804.0,-48.0,928.0,72.0,-20.0,36.0
26.0,1.0,-2.0,-6.0,4.0,-2.0,1.0,-5.0,-2.9438152,-1.5707964,-3.0529475,1082.0,-180.0,1971.0,662.0,61.0,153.0,2.0,-1.0,1.0,3.0,-1.0,0.0,0.0,6.0,3.1349893,-1.5707964,2.7967033,1770.0,-3.0,946.0,73.0,-29.0,7.0
26.0,1.0,-2.0,-6.0,4.0,-2.0,1.0,-5.0,-2.9654684,-1.5707964,-3.052056,942.0,-15.0,1793.0,291.0,-265.0,87.0,2.0,-1.0,1.0,3.0,-1.0,0.0,0.0,6.0,3.1349893,-1.5707964,2.7967033,1770.0,-3.0,946.0,73.0,-29.0,7.0
16.0,1.0,5.0,5.0,2.0,1.0,-1.0,-1.0,-2.9654684,-1.5707964,-3.052056,942.0,-15.0,1793.0,291.0,-265.0,87.0,-1.0,0.0,2.0,2.0,2.0,0.0,-4.0,-7.0,3.1342752,-1.5707964,2.7964866,1762.0,15.0,959.0,57.0,-31.0,15.0
-8.0,14.0,0.0,-2.0,-1.0,0.0,-5.0,-3.0,-2.9783962,-1.5707964,-3.0572224,1285.0,257.0,1331.0,-377.0,-505.0,-295.0,-1.0,-1.0,-1.0,0.0,0.0,-3.0,-5.0,1.0,3.1342752,-1.5707964,2.7964866,1762.0,15.0,959.0,57.0,-31.0,15.0
-37.0,3.0,-4.0,-4.0,-2.0,-1.0,-2.0,-3.0,-2.9783962,-1.5707964,-3.0572224,1285.0,257.0,1331.0,-377.0,-505.0,-295.0,-3.0,-1.0,-2.0,-4.0,-2.0,-5.0,2.0,-5.0,3.1342454,-1.5707964,2.7956736,1749.0,5.0,961.0,27.0,-16.0,9.0
