MyoMarmara_EMG_1,MyoMarmara_EMG_2,MyoMarmara_EMG_3,MyoMarmara_EMG_4,MyoMarmara_EMG_5,MyoMarmara_EMG_6,MyoMarmara_EMG_7,MyoMarmara_EMG_8,MyoMarmara_roll,MyoMarmara_pitch,MyoMarmara_yaw,MyoMarmara_accel_x,MyoMarmara_accel_y,MyoMarmara_accel_z,MyoMarmara_gyro_x,MyoMarmara_gyro_y,MyoMarmara_gyro_z,MyoITU_EMG_1,MyoITU_EMG_2,MyoITU_EMG_3,MyoITU_EMG_4,MyoITU_EMG_5,MyoITU_EMG_6,MyoITU_EMG_7,MyoITU_EMG_8,MyoITU_roll,MyoITU_pitch,MyoITU_yaw,MyoITU_accel_x,MyoITU_accel_y,MyoITU_accel_z,MyoITU_gyro_x,MyoITU_gyro_y,MyoITU_gyro_z
-2.0,2.0,-2.0,1.0,-2.0,-4.0,1.0,0.0,-1.6850362,-1.5707964,-2.987524,15.0,-455.0,1902.0,-6.0,-13.0,0.0,0.0,3.0,0.0,4.0,12.0,0.0,-2.0,-2.0,-3.1409886,-1.5707964,2.841807,1796.0,-3.0,874.0,26.0,-9.0,-2.0
3.0,0.0,2.0,2.0,-1.0,-5.0,0.0,-1.0,-1.6850938,-1.5707964,-2.9875245,12.0,-452.0,1895.0,10.0,-12.0,4.0,-4.0,-1.0,1.0,-1.0,0.0,-4.0,1.0,3.0,-3.1409886,-1.5707964,2.841807,1796.0,-3.0,874.0,26.0,-9.0,-2.0
3.0,0.0,2.0,2.0,-1.0,-5.0,0.0,-1.0,-1.6850938,-1.5707964,-2.9875245,12.0,-452.0,1895.0,10.0,-12.0,4.0,-4.0,-1.0,1.0,-1.0,0.0,-4.0,1.0,3.0,-3.1409886,-1.5707964,2.841807,1797.0,7.0,896.0,13.0,1.0,2.0
7.0,-5.0,-5.0,-4.0,1.0,-1.0,2.0,-5.0,-1.685019,-1.5707964,-2.9874015,11.0,-440.0,1888.0,8.0,-17.0,5.0,0.0,-1.0,-1.0,-8.0,-8.0,8.0,1.0,2.0,-3.1409886,-1.5707964,2.841807,1797.0,7.0,896.0,13.0,1.0,2.0
7.0,-5.0,-5.0,-4.0,1.0,-1.0,2.0,-5.0,-1.685019,-1.5707964,-2.9874015,11.0,-440.0,1888.0,8.0,-17.0,5.0,0.0,-1.0,-1.0,-8.0,-8.0,8.0,1.0,2.0,-3.1410186,-1.5707964,2.8412402,1811.0,-5.0,878.0,25.0,8.0,10.0
-6.0,-2.0,1.0,2.0,-2.0,-4.0,-1.0,3.0,-1.6850789,-1.5707964,-2.9873214,26.0,-442.0,1887.0,-3.0,-22.0,5.0,2.0,0.0,-3.0,-4.0,-6.0,-1.0,-1.0,1.0,-3.1410186,-1.5707964,2.8412402,1811.0,-5.0,878.0,25.0,8.0,10.0
-6.0,-2.0,1.0,2.0,-2.0,-4.0,-1.0,3.0,-1.6850789,-1.5707964,-2.9873214,26.0,-442.0,1887.0,-3.0,-22.0,5.0,2.0,0.0,-3.0,-4.0,-6.0,-1.0,-1.0,1.0,-3.1413188,-1.5707964,2.8406181,1793.0,-19.0,892.0,30.0,5.0,-6.0
-1.0,0.0,0.0,2.0,3.0,-3.0,-1.0,0.0,-1.6851159,-1.5707964,-2.9873285,22.0,-454.0,1890.0,-7.0,-13.0,-2.0,-1.0,4.0,-3.0,-8.0,-3.0,1.0,-2.0,-5.0,-3.1413188,-1.5707964,2.8406181,1793.0,-19.0,892.0,30.0,5.0,-6.0
-1.0,0.0,0.0,2.0,3.0,-3.0,-1.0,0.0,-1.6851159,-1.5707964,-2.9873285,22.0,-454.0,1890.0,-7.0,-13.0,-2.0,-1.0,4.0,-3.0,-8.0,-3.0,1.0,-2.0,-5.0,3.140612,-1.5707964,2.8408287,1790.0,-3.0,893.0,35.0,-1.0,-20.0
-6.0,1.0,0.0,2.0,0.0,1.0,-1.0,2.0,-1.6850954,-1.5707964,-2.9873352,-2.0,-454.0,1902.0,-12.0,-14.0,-1.0,2.0,-2.0,4.0,-1.0,2.0,0.0,-2.0,-4.0,3.140612,-1.5707964,2.8408287,1790.0,-3.0,893.0,35.0,-1.0,-20.0
-6.0,1.0,0.0,2.0,0.0,1.0,-1.0,2.0,-1.6850954,-1.5707964,-2.9873352,-2.0,-454.0,1902.0,-12.0,-14.0,-1.0,2.0,-2.0,4.0,-1.0,2.0,0.0,-2.0,-4.0,3.1397538,-1.5707964,2.8410115,1797.0,7.0,894.0,24.0,-12.0,-10.0
0.0,-1.0,-1.0,-6.0,0.0,-2.0,1.0,-3.0,-1.6851513,-1.5707964,-2.9872758,7.0,-457.0,1887.0,3.0,-16.0,5.0,-2.0,-4.0,-2.0,1.0,2.0,5.0,2.0,-5.0,3.1397538,-1.5707964,2.8410115,1797.0,7.0,894.0,24.0,-12.0,-10.0
-5.0,-3.0,0.0,0.0,2.0,-3.0,-1.0,1.0,-1.6851513,-1.5707964,-2.9872758,7.0,-457.0,1887.0,3.0,-16.0,5.0,-1.0,-3.0,-2.0,0.0,-5.0,-4.0,-1.0,-1.0,3.139688,-1.5707964,2.8409772,1811.0,9.0,906.0,6.0,-20.0,5.0
0.0,-1.0,-1.0,3.0,-2.0,2.0,-2.0,3.0,-1.6852124,-1.5707964,-2.9871469,7.0,-449.0,1887.0,-2.0,-22.0,7.0,-1.0,-3.0,-2.0,0.0,-5.0,-4.0,-1.0,-1.0,3.139688,-1.5707964,2.8409772,1811.0,9.0,906.0,6.0,-20.0,5.0
-3.0,-6.0,-2.0,-2.0,4.0,2.0,0.0,0.0,-1.6851923,-1.5707964,-2.987013,18.0,-436.0,1898.0,1.0,-27.0,7.0,-2.0,-7.0,-3.0,-7.0,-3.0,1.0,-1.0,-1.0,3.139688,-1.5707964,2.8409772,1811.0,9.0,906.0,6.0,-20.0,5.0
0.0,4.0,-1.0,-1.0,-2.0,-1.0,-3.0,-3.0,-1.6852894,-1.5707964,-2.9869401,21.0,-454.0,1896.0,3.0,-19.0,6.0,-1.0,-1.0,0.0,1.0,-1.0,-4.0,0.0,1.0,3.139688,-1.5707964,2.8409772,1811.0,9.0,906.0,6.0,-20.0,5.0
0.0,4.0,-1.0,-1.0,-2.0,-1.0,-3.0,-3.0,-1.6852894,-1.5707964,-2.9869401,21.0,-454.0,1896.0,3.0,-19.0,6.0,-1.0,-1.0,0.0,1.0,-1.0,-4.0,0.0,1.0,3.1388795,-1.5707964,2.8411596,1801.0,10.0,885.0,21.0,-13.0,11.0
-1.0,-2.0,-6.0,-3.0,-4.0,-1.0,-4.0,-3.0,-1.6852688,-1.5707964,-2.9869468,12.0,-444.0,1878.0,0.0,-16.0,3.0,1.0,2.0,-2.0,0.0,4.0,3.0,-1.0,-4.0,3.1388795,-1.5707964,2.8411596,1801.0,10.0,885.0,21.0,-13.0,11.0
-1.0,-1.0,2.0,-1.0,-2.0,-1.0,-1.0,0.0,-1.6852688,-1.5707964,-2.9869468,12.0,-444.0,1878.0,0.0,-16.0,3.0,3.0,0.0,-1.0,6.0,9.0,-2.0,0.0,0.0,3.139516,-1.5707964,2.8394132,1793.0,0.0,907.0,17.0,0.0,13.0
-4.0,-4.0,1.0,6.0,0.0,1.0,-4.0,-1.0,-1.6852721,-1.5707964,-2.9868176,11.0,-452.0,1892.0,7.0,-18.0,4.0,3.0,0.0,-1.0,6.0,9.0,-2.0,0.0,0.0,3.139516,-1.5707964,2.8394132,1793.0,0.0,907.0,17.0,0.0,13.0
2.0,1.0,-2.0,1.0,0.0,0.0,-2.0,0.0,-1.6852909,-1.5707964,-2.9867508,20.0,-449.0,1899.0,6.0,-20.0,3.0,-6.0,-5.0,-4.0,-4.0,7.0,3.0,1.0,-5.0,3.139516,-1.5707964,2.8394132,1793.0,0.0,907.0,17.0,0.0,13.0
2.0,-2.0,-1.0,-4.0,1.0,-1.0,-1.0,-1.0,-1.6852909,-1.5707964,-2.9867508,20.0,-449.0,1899.0,6.0,-20.0,3.0,-6.0,-5.0,-4.0,-4.0,7.0,3.0,1.0,-5.0,3.1390812,-1.5707964,2.8391967,1795.0,4.0,899.0,24.0,-9.0,-2.0
-1.0,1.0,1.0,0.0,-1.0,0.0,-2.0,-1.0,-1.6853306,-1.5707964,-2.9866776,24.0,-450.0,1882.0,7.0,-17.0,2.0,-3.0,1.0,0.0,-1.0,0.0,-1.0,-3.0,-2.0,3.1390812,-1.5707964,2.8391967,1795.0,4.0,899.0,24.0,-9.0,-2.0
-5.0,-4.0,1.0,2.0,2.0,0.0,0.0,-6.0,-1.6853099,-1.5707964,-2.9866843,15.0,-437.0,1881.0,-2.0,-14.0,4.0,-6.0,-7.0,-5.0,-8.0,-6.0,-2.0,-6.0,-5.0,3.1390812,-1.5707964,2.8391967,1795.0,4.0,899.0,24.0,-9.0,-2.0
1.0,0.0,-1.0,-2.0,-3.0,0.0,-4.0,-2.0,-1.6853099,-1.5707964,-2.9866843,15.0,-437.0,1881.0,-2.0,-14.0,4.0,-6.0,-7.0,-5.0,-8.0,-6.0,-2.0,-6.0,-5.0,3.1392064,-1.5707964,2.83842,1788.0,6.0,891.0,19.0,-9.0,18.0
1.0,0.0,-1.0,-2.0,-3.0,0.0,-4.0,-2.0,-1.6853099,-1.5707964,-2.9866843,15.0,-437.0,1881.0,-2.0,-14.0,4.0,3.0,1.0,-2.0,-6.0,-3.0,1.0,0.0,0.0,3.139432,-1.5707964,2.8382456,1795.0,2.0,890.0,15.0,-17.0,9.0
1.0,-3.0,0.0,-2.0,1.0,0.0,2.0,-1.0,-1.6852893,-1.5707964,-2.986691,9.0,-442.0,1895.0,-10.0,-14.0,2.0,3.0,1.0,-2.0,-6.0,-3.0,1.0,0.0,0.0,3.139432,-1.5707964,2.8382456,1795.0,2.0,890.0,15.0,-17.0,9.0
0.0,-3.0,-3.0,0.0,-3.0,1.0,-1.0,-2.0,-1.6853468,-1.5707964,-2.9866915,20.0,-456.0,1888.0,-7.0,-16.0,6.0,-1.0,7.0,1.0,-6.0,3.0,-2.0,1.0,0.0,3.139432,-1.5707964,2.8382456,1795.0,2.0,890.0,15.0,-17.0,9.0
-3.0,-4.0,0.0,-3.0,1.0,-2.0,-2.0,1.0,-1.6853468,-1.5707964,-2.9866915,20.0,-456.0,1888.0,-7.0,-16.0,6.0,0.0,-2.0,-4.0,0.0,0.0,0.0,0.0,-3.0,3.1396246,-1.5707964,2.8371787,1783.0,-12.0,903.0,23.0,-10.0,10.0
-3.0,-4.0,0.0,-3.0,1.0,-2.0,-2.0,1.0,-1.685364,-1.5707964,-2.9865649,18.0,-452.0,1893.0,3.0,-22.0,3.0,-2.0,2.0,2.0,-2.0,-6.0,-1.0,0.0,-6.0,3.1396246,-1.5707964,2.8371787,1783.0,-12.0,903.0,23.0,-10.0,10.0
-1.0,-2.0,1.0,-3.0,-3.0,2.0,-1.0,-4.0,-1.685364,-1.5707964,-2.9865649,18.0,-452.0,1893.0,3.0,-22.0,3.0,-4.0,-1.0,3.0,-4.0,7.0,3.0,-1.0,0.0,3.1396987,-1.5707964,2.8371348,1803.0,-5.0,890.0,21.0,-21.0,8.0
-1.0,-2.0,1.0,-3.0,-3.0,2.0,-1.0,-4.0,-1.6853272,-1.5707964,-2.9865577,23.0,-453.0,1880.0,13.0,-17.0,-1.0,-4.0,-1.0,3.0,-4.0,7.0,3.0,-1.0,0.0,3.1396987,-1.5707964,2.8371348,1803.0,-5.0,890.0,21.0,-21.0,8.0
0.0,-1.0,1.0,-3.0,1.0,-1.0,-3.0,0.0,-1.6853848,-1.5707964,-2.986558,13.0,-444.0,1879.0,4.0,-12.0,0.0,-5.0,-1.0,0.0,-1.0,0.0,3.0,2.0,3.0,3.1396987,-1.5707964,2.8371348,1803.0,-5.0,890.0,21.0,-21.0,8.0
0.0,-5.0,-1.0,-8.0,1.0,-5.0,-2.0,-4.0,-1.6853848,-1.5707964,-2.986558,13.0,-444.0,1879.0,4.0,-12.0,0.0,-3.0,1.0,0.0,5.0,3.0,0.0,0.0,-2.0,3.139465,-1.5707964,2.8375268,1802.0,1.0,884.0,16.0,-24.0,4.0
0.0,-5.0,-1.0,-8.0,1.0,-5.0,-2.0,-4.0,-1.685364,-1.5707964,-2.9865649,7.0,-438.0,1898.0,0.0,-16.0,2.0,-3.0,1.0,0.0,5.0,3.0,0.0,0.0,-2.0,3.139465,-1.5707964,2.8375268,1802.0,1.0,884.0,16.0,-24.0,4.0
-7.0,4.0,-2.0,2.0,3.0,-1.0,0.0,-1.0,-1.685364,-1.5707964,-2.9865649,7.0,-438.0,1898.0,0.0,-16.0,2.0,0.0,-1.0,1.0,-9.0,-11.0,-6.0,-1.0,-4.0,3.1396005,-1.5707964,2.8373513,1802.0,-4.0,894.0,15.0,-13.0,8.0
-7.0,4.0,-2.0,2.0,3.0,-1.0,0.0,-1.0,-1.6853434,-1.5707964,-2.9865716,14.0,-446.0,1890.0,-7.0,-14.0,1.0,0.0,-1.0,1.0,-9.0,-11.0,-6.0,-1.0,-4.0,3.1396005,-1.5707964,2.8373513,1802.0,-4.0,894.0,15.0,-13.0,8.0
2.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,-1.6853434,-1.5707964,-2.9865716,8.0,-446.0,1900.0,-9.0,-14.0,2.0,1.0,1.0,2.0,-3.0,-12.0,-3.0,-2.0,2.0,3.1396005,-1.5707964,2.8373513,1802.0,-4.0,894.0,15.0,-13.0,8.0
0.0,-2.0,1.0,0.0,-4.0,1.0,2.0,0.0,-1.6853434,-1.5707964,-2.9865716,8.0,-446.0,1900.0,-9.0,-14.0,2.0,-2.0,1.0,1.0,3.0,8.0,-1.0,1.0,-4.0,3.1397183,-1.5707964,2.837064,1804.0,4.0,901.0,16.0,-17.0,14.0
0.0,-2.0,1.0,0.0,-4.0,1.0,2.0,0.0,-1.6854044,-1.5707964,-2.9864426,10.0,-455.0,1885.0,7.0,-20.0,2.0,-2.0,1.0,1.0,3.0,8.0,-1.0,1.0,-4.0,3.1397183,-1.5707964,2.837064,1804.0,4.0,901.0,16.0,-17.0,14.0
-2.0,2.0,0.0,-2.0,-2.0,0.0,-1.0,3.0,-1.6854044,-1.5707964,-2.9864426,10.0,-455.0,1885.0,7.0,-20.0,2.0,0.0,1.0,-4.0,3.0,0.0,0.0,1.0,3.0,3.139768,-1.5707964,2.8366606,1790.0,0.0,890.0,22.0,-13.0,12.0
-2.0,2.0,0.0,-2.0,-2.0,0.0,-1.0,3.0,-1.6852298,-1.5707964,-2.9863815,18.0,-446.0,1891.0,16.0,-17.0,4.0,0.0,1.0,-4.0,3.0,0.0,0.0,1.0,3.0,3.139768,-1.5707964,2.8366606,1790.0,0.0,890.0,22.0,-13.0,12.0
-1.0,-3.0,-1.0,-1.0,2.0,-5.0,-3.0,0.0,-1.6852875,-1.5707964,-2.986382,12.0,-439.0,1885.0,3.0,-16.0,3.0,-3.0,-1.0,-2.0,-8.0,-2.0,-2.0,-1.0,-3.0,3.139768,-1.5707964,2.8366606,1790.0,0.0,890.0,22.0,-13.0,12.0
4.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-3.0,-1.6852875,-1.5707964,-2.986382,12.0,-439.0,1885.0,3.0,-16.0,3.0,-5.0,-3.0,-2.0,0.0,-5.0,0.0,-5.0,0.0,3.1404252,-1.5707964,2.8356082,1805.0,9.0,893.0,13.0,-9.0,17.0
4.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-3.0,-1.6852669,-1.5707964,-2.9863887,14.0,-452.0,1890.0,-2.0,-15.0,-1.0,-5.0,-3.0,-2.0,0.0,-5.0,0.0,-5.0,0.0,3.1404252,-1.5707964,2.8356082,1805.0,9.0,893.0,13.0,-9.0,17.0
0.0,-1.0,1.0,-1.0,-3.0,-1.0,0.0,3.0,-1.6852669,-1.5707964,-2.9863887,14.0,-452.0,1890.0,-2.0,-15.0,-1.0,1.0,0.0,-1.0,-2.0,-15.0,-11.0,-4.0,-1.0,3.140898,-1.5707964,2.835135,1796.0,-11.0,901.0,15.0,-16.0,17.0
0.0,-1.0,1.0,-1.0,-3.0,-1.0,0.0,3.0,-1.6852463,-1.5707964,-2.9863954,14.0,-441.0,1888.0,0.0,-15.0,5.0,1.0,0.0,-1.0,-2.0,-15.0,-11.0,-4.0,-1.0,3.140898,-1.5707964,2.835135,1796.0,-11.0,901.0,15.0,-16.0,17.0
0.0,-1.0,2.0,1.0,-2.0,0.0,-4.0,-3.0,-1.6852463,-1.5707964,-2.9863954,14.0,-446.0,1897.0,-2.0,-15.0,3.0,0.0,-1.0,-3.0,1.0,-3.0,-1.0,0.0,-4.0,3.140898,-1.5707964,2.835135,1796.0,-11.0,901.0,15.0,-16.0,17.0
-2.0,-3.0,-1.0,-1.0,1.0,-2.0,-1.0,-2.0,-1.6852463,-1.5707964,-2.9863954,14.0,-446.0,1897.0,-2.0,-15.0,3.0,-4.0,-1.0,-1.0,-4.0,-3.0,-4.0,-3.0,-2.0,3.14116,-1.5707964,2.8346007,1799.0,-13.0,891.0,22.0,-9.0,11.0
-3.0,-1.0,-4.0,0.0,-1.0,0.0,-1.0,1.0,-1.6852835,-1.5707964,-2.9864025,20.0,-455.0,1887.0,-3.0,-14.0,2.0,-4.0,-1.0,-1.0,-4.0,-3.0,-4.0,-3.0,-2.0,3.14116,-1.5707964,2.8346007,1799.0,-13.0,891.0,22.0,-9.0,11.0
1.0,4.0,-4.0,-1.0,2.0,0.0,-2.0,-4.0,-1.6852835,-1.5707964,-2.9864025,20.0,-455.0,1887.0,-3.0,-14.0,2.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,-3.0,3.1410291,-1.5707964,2.8342092,1788.0,1.0,901.0,20.0,-10.0,6.0
1.0,4.0,-4.0,-1.0,2.0,0.0,-2.0,-4.0,-1.6852835,-1.5707964,-2.9864025,12.0,-444.0,1892.0,-6.0,-12.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,-3.0,3.1410291,-1.5707964,2.8342092,1788.0,1.0,901.0,20.0,-10.0,6.0
-4.0,0.0,5.0,-2.0,-3.0,-2.0,1.0,-3.0,-1.6853207,-1.5707964,-2.9864097,20.0,-449.0,1888.0,-1.0,-14.0,0.0,-2.0,-1.0,-3.0,-3.0,-4.0,0.0,1.0,-6.0,3.1410291,-1.5707964,2.8342092,1788.0,1.0,901.0,20.0,-10.0,6.0
0.0,-1.0,0.0,-4.0,1.0,-4.0,-1.0,2.0,-1.6853207,-1.5707964,-2.9864097,20.0,-453.0,1894.0,1.0,-14.0,3.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0,-2.0,-6.0,3.1410291,-1.5707964,2.8342092,1788.0,1.0,901.0,20.0,-10.0,6.0
-4.0,-2.0,-1.0,-1.0,-2.0,2.0,3.0,-3.0,-1.6853207,-1.5707964,-2.9864097,20.0,-453.0,1894.0,1.0,-14.0,3.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0,-2.0,-6.0,-3.1414301,-1.5707964,2.833279,1806.0,-12.0,903.0,15.0,-7.0,18.0
1.0,1.0,-2.0,0.0,-2.0,-1.0,-1.0,2.0,-1.6852988,-1.5707964,-2.9863565,13.0,-444.0,1894.0,-3.0,-12.0,1.0,-2.0,-2.0,-1.0,8.0,5.0,1.0,1.0,1.0,-3.1414301,-1.5707964,2.833279,1806.0,-12.0,903.0,15.0,-7.0,18.0
0.0,0.0,-3.0,1.0,-4.0,2.0,1.0,1.0,-1.6852988,-1.5707964,-2.9863565,13.0,-444.0,1894.0,-3.0,-12.0,1.0,-2.0,-2.0,-1.0,8.0,5.0,1.0,1.0,1.0,-3.1413145,-1.5707964,2.8325853,1797.0,14.0,898.0,14.0,-4.0,17.0
-2.0,-5.0,0.0,-1.0,-2.0,-1.0,0.0,-2.0,-1.6853565,-1.5707964,-2.986357,13.0,-457.0,1889.0,3.0,-12.0,6.0,0.0,-2.0,0.0,1.0,0.0,-3.0,-4.0,-3.0,-3.1413145,-1.5707964,2.8325853,1797.0,14.0,898.0,14.0,-4.0,17.0
1.0,-3.0,-2.0,-3.0,-3.0,2.0,-1.0,0.0,-1.6853362,-1.5707964,-2.9863636,13.0,-439.0,1883.0,7.0,-13.0,7.0,-1.0,-2.0,0.0,-4.0,6.0,2.0,-2.0,2.0,-3.1413145,-1.5707964,2.8325853,1797.0,14.0,898.0,14.0,-4.0,17.0
-2.0,-3.0,-2.0,0.0,0.0,1.0,0.0,-1.0,-1.6853362,-1.5707964,-2.9863636,13.0,-439.0,1883.0,7.0,-13.0,7.0,-1.0,-2.0,0.0,-4.0,6.0,2.0,-2.0,2.0,-3.1400735,-1.5707964,2.8305342,1794.0,-9.0,901.0,15.0,9.0,22.0
-1.0,-3.0,-2.0,-3.0,1.0,3.0,-2.0,-4.0,-1.6854124,-1.5707964,-2.9862974,20.0,-440.0,1880.0,-8.0,-18.0,5.0,-2.0,3.0,4.0,9.0,-4.0,-4.0,1.0,3.0,-3.1400735,-1.5707964,2.8305342,1794.0,-9.0,901.0,15.0,9.0,22.0
-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0,2.0,-1.6854124,-1.5707964,-2.9862974,20.0,-440.0,1880.0,-8.0,-18.0,5.0,-2.0,3.0,4.0,9.0,-4.0,-4.0,1.0,3.0,-3.1390893,-1.5707964,2.82951,1806.0,-5.0,907.0,13.0,-6.0,30.0
2.0,-3.0,0.0,1.0,-4.0,-1.0,-1.0,-1.0,-1.6858636,-1.5707964,-2.9862773,20.0,-456.0,1887.0,-32.0,-12.0,0.0,1.0,0.0,0.0,-4.0,-1.0,1.0,1.0,-4.0,-3.1390893,-1.5707964,2.82951,1806.0,-5.0,907.0,13.0,-6.0,30.0
-3.0,1.0,0.0,2.0,-3.0,-3.0,-3.0,-1.0,-1.6858636,-1.5707964,-2.9862773,20.0,-456.0,1887.0,-32.0,-12.0,0.0,-1.0,-2.0,-4.0,-5.0,-5.0,2.0,-2.0,-1.0,-3.1374216,-1.5707964,2.8273976,1767.0,-9.0,894.0,6.0,7.0,30.0
-3.0,1.0,0.0,2.0,-3.0,-3.0,-3.0,-1.0,-1.6862166,-1.5707964,-2.9862704,18.0,-458.0,1910.0,-23.0,-7.0,-5.0,-1.0,-2.0,-4.0,-5.0,-5.0,2.0,-2.0,-1.0,-3.1374216,-1.5707964,2.8273976,1767.0,-9.0,894.0,6.0,7.0,30.0
2.0,0.0,-2.0,-2.0,-1.0,1.0,-1.0,-6.0,-1.6862166,-1.5707964,-2.9862704,18.0,-458.0,1910.0,-23.0,-7.0,-5.0,0.0,-7.0,-2.0,-2.0,-1.0,1.0,0.0,2.0,-3.1360774,-1.5707964,2.8262782,1803.0,-3.0,898.0,9.0,-8.0,38.0
2.0,0.0,-2.0,-2.0,-1.0,1.0,-1.0,-6.0,-1.6861964,-1.5707964,-2.986277,12.0,-464.0,1910.0,-3.0,-9.0,-3.0,0.0,-7.0,-2.0,-2.0,-1.0,1.0,0.0,2.0,-3.1360774,-1.5707964,2.8262782,1803.0,-3.0,898.0,9.0,-8.0,38.0
-2.0,-2.0,-6.0,2.0,2.0,1.0,-1.0,1.0,-1.6861764,-1.5707964,-2.986284,9.0,-444.0,1902.0,11.0,-9.0,3.0,-3.0,1.0,1.0,-3.0,-4.0,-4.0,-5.0,0.0,-3.1360774,-1.5707964,2.8262782,1803.0,-3.0,898.0,9.0,-8.0,38.0
-1.0,0.0,-4.0,0.0,-1.0,0.0,-2.0,0.0,-1.6861764,-1.5707964,-2.986284,9.0,-444.0,1902.0,11.0,-9.0,3.0,1.0,5.0,1.0,1.0,-2.0,-3.0,-3.0,-1.0,-3.1345425,-1.5707964,2.8239377,1784.0,-18.0,896.0,17.0,17.0,23.0
-1.0,0.0,-4.0,0.0,-1.0,0.0,-2.0,0.0,-1.6861764,-1.5707964,-2.986284,12.0,-434.0,1889.0,12.0,-13.0,5.0,1.0,5.0,1.0,1.0,-2.0,-3.0,-3.0,-1.0,-3.1345425,-1.5707964,2.8239377,1784.0,-18.0,896.0,17.0,17.0,23.0
1.0,1.0,-3.0,-1.0,-1.0,3.0,-2.0,-2.0,-1.6861764,-1.5707964,-2.986284,12.0,-434.0,1889.0,12.0,-13.0,5.0,-2.0,2.0,-3.0,-3.0,1.0,5.0,4.0,1.0,-3.1342833,-1.5707964,2.8229196,1791.0,-16.0,898.0,33.0,8.0,23.0
0.0,-2.0,-3.0,0.0,0.0,1.0,-2.0,-1.0,-1.6861564,-1.5707964,-2.9862907,22.0,-446.0,1888.0,-12.0,-13.0,4.0,-2.0,2.0,-3.0,-3.0,1.0,5.0,4.0,1.0,-3.1342833,-1.5707964,2.8229196,1791.0,-16.0,898.0,33.0,8.0,23.0
-2.0,-2.0,3.0,1.0,-2.0,-3.0,-1.0,1.0,-1.686523,-1.5707964,-2.9862866,16.0,-464.0,1880.0,-18.0,-13.0,-5.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,4.0,4.0,-3.1342833,-1.5707964,2.8229196,1791.0,-16.0,898.0,33.0,8.0,23.0
0.0,0.0,-3.0,-3.0,-1.0,4.0,1.0,1.0,-1.686523,-1.5707964,-2.9862866,14.0,-464.0,1882.0,-6.0,-10.0,-2.0,1.0,0.0,-3.0,0.0,2.0,-4.0,-2.0,-1.0,-3.1342833,-1.5707964,2.8229196,1791.0,-16.0,898.0,33.0,8.0,23.0
0.0,5.0,-2.0,-2.0,-3.0,2.0,-1.0,0.0,-1.686523,-1.5707964,-2.9862866,14.0,-464.0,1882.0,-6.0,-10.0,-2.0,1.0,0.0,-3.0,0.0,2.0,-4.0,-2.0,-1.0,-3.133101,-1.5707964,2.820531,1782.0,-5.0,888.0,24.0,13.0,25.0
-1.0,1.0,3.0,0.0,-3.0,-5.0,1.0,-4.0,-1.6865608,-1.5707964,-2.9862938,9.0,-460.0,1907.0,4.0,-10.0,1.0,4.0,0.0,5.0,3.0,6.0,10.0,0.0,2.0,-3.133101,-1.5707964,2.820531,1782.0,-5.0,888.0,24.0,13.0,25.0
1.0,-4.0,-1.0,-3.0,1.0,0.0,-4.0,-2.0,-1.6865608,-1.5707964,-2.9862938,9.0,-460.0,1907.0,4.0,-10.0,1.0,4.0,0.0,5.0,3.0,6.0,10.0,0.0,2.0,-3.1329126,-1.5707964,2.8197222,1774.0,-8.0,888.0,31.0,2.0,17.0
-1.0,1.0,0.0,-1.0,1.0,0.0,-3.0,1.0,-1.686541,-1.5707964,-2.9863007,6.0,-455.0,1900.0,6.0,-11.0,-1.0,-1.0,0.0,0.0,2.0,1.0,3.0,-1.0,-2.0,-3.1329126,-1.5707964,2.8197222,1774.0,-8.0,888.0,31.0,2.0,17.0
0.0,-1.0,-6.0,-3.0,1.0,-3.0,0.0,-3.0,-1.686541,-1.5707964,-2.9863007,6.0,-455.0,1900.0,6.0,-11.0,-1.0,-2.0,-1.0,-1.0,-3.0,-10.0,0.0,0.0,-4.0,-3.1332562,-1.5707964,2.8183866,1794.0,9.0,891.0,30.0,4.0,23.0
0.0,-1.0,-6.0,-3.0,1.0,-3.0,0.0,-3.0,-1.6865212,-1.5707964,-2.9863076,0.0,-455.0,1899.0,2.0,-16.0,-5.0,-2.0,-1.0,-1.0,-3.0,-10.0,0.0,0.0,-4.0,-3.1332562,-1.5707964,2.8183866,1794.0,9.0,891.0,30.0,4.0,23.0
1.0,-3.0,-4.0,0.0,1.0,-3.0,-1.0,1.0,-1.6865212,-1.5707964,-2.9863076,0.0,-455.0,1899.0,2.0,-16.0,-5.0,-4.0,-4.0,-3.0,-2.0,2.0,-6.0,0.0,2.0,-3.1334717,-1.5707964,2.8180068,1782.0,3.0,882.0,33.0,-1.0,18.0
