MyoITU_EMG_1,MyoITU_EMG_2,MyoITU_EMG_3,MyoITU_EMG_4,MyoITU_EMG_5,MyoITU_EMG_6,MyoITU_EMG_7,MyoITU_EMG_8,MyoITU_roll,MyoITU_pitch,MyoITU_yaw,MyoITU_accel_x,MyoITU_accel_y,MyoITU_accel_z,MyoITU_gyro_x,MyoITU_gyro_y,MyoITU_gyro_z,MyoMarmara_EMG_1,MyoMarmara_EMG_2,MyoMarmara_EMG_3,MyoMarmara_EMG_4,MyoMarmara_EMG_5,MyoMarmara_EMG_6,MyoMarmara_EMG_7,MyoMarmara_EMG_8,MyoMarmara_roll,MyoMarmara_pitch,MyoMarmara_yaw,MyoMarmara_accel_x,MyoMarmara_accel_y,MyoMarmara_accel_z,MyoMarmara_gyro_x,MyoMarmara_gyro_y,MyoMarmara_gyro_z
2.0,-3.0,1.0,-25.0,2.0,6.0,7.0,7.0,-1.8977479,-1.5707964,-2.443387,612.0,-814.0,1704.0,21.0,-25.0,-73.0,-1.0,-2.0,-1.0,6.0,5.0,-4.0,-4.0,0.0,1.9143614,-1.5707964,2.5021288,655.0,716.0,1726.0,-70.0,-9.0,92.0
-3.0,-1.0,18.0,16.0,10.0,-1.0,-5.0,-6.0,-1.8977479,-1.5707964,-2.443387,612.0,-814.0,1704.0,21.0,-25.0,-73.0,-1.0,-2.0,-1.0,6.0,5.0,-4.0,-4.0,0.0,1.9151556,-1.5707964,2.5032444,652.0,668.0,1735.0,-54.0,-22.0,100.0
-2.0,10.0,2.0,-41.0,-47.0,-11.0,-8.0,3.0,-1.898962,-1.5707964,-2.4443707,624.0,-810.0,1686.0,15.0,-39.0,-96.0,0.0,-1.0,-3.0,-7.0,-4.0,-2.0,-2.0,-1.0,1.9151556,-1.5707964,2.5032444,652.0,668.0,1735.0,-54.0,-22.0,100.0
0.0,-2.0,4.0,13.0,-13.0,-1.0,8.0,3.0,-1.898962,-1.5707964,-2.4443707,624.0,-810.0,1686.0,15.0,-39.0,-96.0,-2.0,-6.0,-4.0,12.0,-4.0,-7.0,-8.0,-3.0,1.9163439,-1.5707964,2.5044484,680.0,679.0,1747.0,-22.0,-26.0,103.0
2.0,8.0,16.0,61.0,25.0,7.0,-1.0,1.0,-1.898962,-1.5707964,-2.4443707,624.0,-810.0,1686.0,15.0,-39.0,-96.0,-1.0,-1.0,-9.0,-20.0,-9.0,2.0,-1.0,-6.0,1.9176567,-1.5707964,2.50566,695.0,676.0,1749.0,1.0,-19.0,100.0
2.0,8.0,16.0,61.0,25.0,7.0,-1.0,1.0,-1.9003309,-1.5707964,-2.44573,629.0,-789.0,1691.0,16.0,-45.0,-122.0,-1.0,-1.0,-9.0,-20.0,-9.0,2.0,-1.0,-6.0,1.9176567,-1.5707964,2.50566,695.0,676.0,1749.0,1.0,-19.0,100.0
-4.0,9.0,-12.0,-35.0,-9.0,-5.0,0.0,-8.0,-1.9020299,-1.5707964,-2.447097,622.0,-789.0,1680.0,10.0,-62.0,-131.0,-1.0,-1.0,3.0,-5.0,3.0,-1.0,-2.0,2.0,1.9176567,-1.5707964,2.50566,695.0,676.0,1749.0,1.0,-19.0,100.0
0.0,2.0,10.0,16.0,18.0,6.0,3.0,1.0,-1.9020299,-1.5707964,-2.447097,622.0,-789.0,1680.0,10.0,-62.0,-131.0,-1.0,-1.0,3.0,-5.0,3.0,-1.0,-2.0,2.0,1.9184859,-1.5707964,2.5066593,687.0,671.0,1755.0,-16.0,-11.0,88.0
-13.0,-13.0,-17.0,-3.0,-14.0,-4.0,1.0,-12.0,-1.903624,-1.5707964,-2.448512,621.0,-778.0,1700.0,26.0,-68.0,-136.0,-4.0,-1.0,-4.0,-12.0,-10.0,-2.0,-1.0,-2.0,1.9184859,-1.5707964,2.5066593,687.0,671.0,1755.0,-16.0,-11.0,88.0
-5.0,-4.0,-29.0,-93.0,-12.0,0.0,1.0,-11.0,-1.903624,-1.5707964,-2.448512,621.0,-778.0,1700.0,26.0,-68.0,-136.0,-1.0,-2.0,-10.0,-28.0,-12.0,-9.0,-4.0,-3.0,1.9192343,-1.5707964,2.5076616,687.0,641.0,1743.0,-7.0,-6.0,78.0
