MyoITU_EMG_1,MyoITU_EMG_2,MyoITU_EMG_3,MyoITU_EMG_4,MyoITU_EMG_5,MyoITU_EMG_6,MyoITU_EMG_7,MyoITU_EMG_8,MyoITU_roll,MyoITU_pitch,MyoITU_yaw,MyoITU_accel_x,MyoITU_accel_y,MyoITU_accel_z,MyoITU_gyro_x,MyoITU_gyro_y,MyoITU_gyro_z,MyoMarmara_EMG_1,MyoMarmara_EMG_2,MyoMarmara_EMG_3,MyoMarmara_EMG_4,MyoMarmara_EMG_5,MyoMarmara_EMG_6,MyoMarmara_EMG_7,MyoMarmara_EMG_8,MyoMarmara_roll,MyoMarmara_pitch,MyoMarmara_yaw,MyoMarmara_accel_x,MyoMarmara_accel_y,MyoMarmara_accel_z,MyoMarmara_gyro_x,MyoMarmara_gyro_y,MyoMarmara_gyro_z
0.0,-2.0,-1.0,-1.0,-2.0,-4.0,1.0,-3.0,-2.8274777,1.5707964,2.8887966,-1952.0,-526.0,473.0,11.0,-4.0,-18.0,4.0,-1.0,3.0,-3.0,1.0,2.0,2.0,-7.0,1.7343445,-1.5707964,2.340685,228.0,522.0,1886.0,70.0,92.0,-88.0
0.0,-1.0,1.0,-1.0,-3.0,-2.0,-1.0,-1.0,-2.8274777,1.5707964,2.8887966,-1952.0,-526.0,473.0,11.0,-4.0,-18.0,4.0,-1.0,3.0,-3.0,1.0,2.0,2.0,-7.0,1.7341149,-1.5707964,2.3398287,226.0,551.0,1869.0,74.0,90.0,-93.0
1.0,0.0,0.0,-2.0,-2.0,1.0,-1.0,-2.0,-2.8270261,1.5707964,2.8887188,-1948.0,-529.0,465.0,21.0,-1.0,-20.0,-17.0,-1.0,0.0,1.0,1.0,-4.0,-5.0,-14.0,1.7341149,-1.5707964,2.3398287,226.0,551.0,1869.0,74.0,90.0,-93.0
-4.0,1.0,1.0,-1.0,-2.0,-3.0,-2.0,-1.0,-2.8270261,1.5707964,2.8887188,-1948.0,-529.0,465.0,21.0,-1.0,-20.0,-17.0,-1.0,0.0,1.0,1.0,-4.0,-5.0,-14.0,1.7339189,-1.5707964,2.338848,220.0,544.0,1869.0,74.0,90.0,-106.0
0.0,0.0,-2.0,-2.0,-2.0,-1.0,3.0,2.0,-2.8270261,1.5707964,2.8887188,-1954.0,-525.0,458.0,7.0,0.0,-8.0,4.0,1.0,0.0,0.0,-2.0,4.0,1.0,1.0,1.7339189,-1.5707964,2.338848,220.0,544.0,1869.0,74.0,90.0,-106.0
0.0,1.0,0.0,3.0,-1.0,-3.0,-1.0,0.0,-2.8270261,1.5707964,2.8887188,-1954.0,-525.0,458.0,7.0,0.0,-8.0,3.0,2.0,-3.0,2.0,3.0,3.0,0.0,0.0,1.7337477,-1.5707964,2.3378289,193.0,536.0,1877.0,89.0,78.0,-108.0
0.0,1.0,0.0,3.0,-1.0,-3.0,-1.0,0.0,-2.8270934,1.5707964,2.888789,-1953.0,-517.0,460.0,-13.0,-2.0,-8.0,-7.0,-3.0,-5.0,-3.0,-1.0,-2.0,-5.0,-5.0,1.7337477,-1.5707964,2.3378289,193.0,536.0,1877.0,89.0,78.0,-108.0
-2.0,-3.0,0.0,-2.0,-1.0,-2.0,-2.0,0.0,-2.8270934,1.5707964,2.888789,-1953.0,-517.0,460.0,-13.0,-2.0,-8.0,4.0,4.0,-4.0,-2.0,0.0,3.0,1.0,1.0,1.7342649,-1.5707964,2.3366878,178.0,558.0,1870.0,127.0,51.0,-114.0
-2.0,-3.0,0.0,-2.0,-1.0,-2.0,-2.0,0.0,-2.826724,1.5707964,2.8887253,-1947.0,-527.0,468.0,-26.0,0.0,-12.0,4.0,4.0,-4.0,-2.0,0.0,3.0,1.0,1.0,1.7342649,-1.5707964,2.3366878,178.0,558.0,1870.0,127.0,51.0,-114.0
3.0,1.0,-1.0,0.0,0.0,1.0,-2.0,0.0,-2.826724,1.5707964,2.8887253,-1947.0,-527.0,468.0,-26.0,0.0,-12.0,1.0,0.0,-2.0,-1.0,0.0,-4.0,1.0,-1.0,1.7354034,-1.5707964,2.3354344,182.0,581.0,1842.0,135.0,2.0,-112.0
